
Time,RelativeHumidity,Temperature,Resistance
151,38.9719999999998,26.2698999999998,200
152,39.0959999999998,26.2781999999998,200
153,39.2199999999998,26.2864999999998,200
154,39.3439999999998,26.2947999999998,200
155,39.4679999999998,26.3030999999998,200
156,39.5919999999998,26.3113999999998,200
157,39.7159999999998,26.3196999999998,200
158,39.8399999999998,26.3279999999997,200
159,39.9639999999998,26.3362999999997,200
160,40.0879999999998,26.3445999999997,200
161,40.2119999999998,26.3528999999997,200
162,40.3359999999998,26.3611999999997,200
163,40.4599999999998,26.3694999999997,200
164,40.5839999999998,26.3777999999997,200
165,40.7079999999998,26.3860999999997,200
166,40.8319999999998,26.3943999999997,200
167,40.9559999999998,26.4026999999997,200
168,41.0799999999998,26.4109999999997,200
169,41.2039999999998,26.4192999999997,200
170,41.3279999999998,26.4275999999997,200
171,41.4519999999998,26.4358999999997,200
172,41.5759999999998,26.4441999999997,200
173,41.6999999999998,26.4524999999997,200
174,41.8239999999998,26.4607999999997,200
175,41.9479999999998,26.4690999999997,200
176,42.0719999999998,26.4773999999997,200
177,42.1959999999998,26.4856999999997,200
178,42.3199999999998,26.4939999999997,200
179,42.4439999999998,26.5022999999997,278.94
180,42.5679999999998,26.5105999999997,357.88
181,42.6919999999998,26.5188999999997,436.82
182,42.8159999999998,26.5271999999997,515.76
183,42.9399999999998,26.5354999999997,594.7
184,43.0639999999998,26.5437999999997,673.64
185,43.1879999999998,26.5520999999997,752.58
186,43.3119999999998,26.5603999999997,831.52
187,43.4359999999998,26.5686999999997,910.46
188,43.5599999999998,26.5769999999997,989.4
189,43.6839999999998,26.5852999999997,1068.34
190,43.8079999999998,26.5935999999997,1147.28
191,43.9319999999998,26.6018999999997,1226.22
192,44.0559999999998,26.6101999999997,1305.16
193,44.1799999999998,26.6184999999997,1384.1
194,44.3039999999998,26.6267999999997,1463.04
195,44.4279999999998,26.6350999999997,1541.98
196,44.5519999999998,26.6433999999997,1620.92
197,44.6759999999998,26.6516999999997,1699.86
198,44.7999999999998,26.6599999999997,1699.86
199,44.9239999999998,26.6682999999997,1699.86
200,45.0479999999998,26.6765999999997,1699.86
201,45.1719999999998,26.6848999999997,1699.86
202,45.2959999999998,26.6931999999997,1699.86
203,45.4199999999997,26.7014999999997,1699.86
204,45.5439999999998,26.7097999999997,1699.86
205,45.6679999999998,26.7180999999997,1699.86
206,45.7919999999997,26.7263999999997,1699.86
207,45.9159999999997,26.7346999999997,1699.86
208,46.0399999999997,26.7429999999997,1699.86
209,46.1639999999997,26.7512999999997,1699.86
210,46.2879999999997,26.7595999999997,1699.86
211,46.4119999999997,26.7678999999997,1699.86
212,46.5359999999997,26.7761999999997,1699.86
213,46.6599999999997,26.7844999999997,1699.86
214,46.7839999999997,26.7927999999997,1699.86
215,46.9079999999997,26.8010999999997,1699.86
216,47.0319999999997,26.8093999999997,1699.86
217,47.1559999999997,26.8176999999997,1699.86
218,47.2799999999997,26.8259999999997,1699.86
219,47.4039999999997,26.8342999999997,1699.86
220,47.5279999999997,26.8425999999997,1699.86
221,47.6519999999997,26.8508999999996,1699.86
222,47.7759999999997,26.8591999999996,1699.86
223,47.8999999999997,26.8674999999996,1699.86
224,48.0239999999997,26.8757999999996,1699.86
225,48.1479999999997,26.8840999999996,1699.86
226,48.2719999999997,26.8923999999996,1699.86
227,48.3959999999997,26.9006999999996,1699.86
228,48.5199999999997,26.9089999999996,1699.86
229,48.6439999999997,26.9172999999996,1699.86
230,48.7679999999997,26.9255999999996,1699.86
231,48.8919999999997,26.9338999999996,1699.86
232,49.0159999999997,26.9421999999996,1699.86
233,49.1399999999997,26.9504999999996,1699.86
234,49.2639999999997,26.9587999999996,1699.86
235,49.3879999999997,26.9670999999996,1699.86
236,49.5119999999997,26.9753999999996,1699.86
237,49.6359999999997,26.9836999999996,1699.86
238,49.7599999999997,26.9919999999996,1699.86
239,49.8839999999997,27.0002999999996,1512.5
240,50.0079999999997,27.0085999999996,1325
241,50.1319999999997,27.0168999999996,1137.5
242,50.2559999999997,27.0251999999996,950
243,50.3799999999997,27.0334999999996,762.5
244,50.5039999999997,27.0417999999996,575
245,50.6279999999997,27.0500999999996,387.5
246,50.7519999999997,27.0583999999996,200
247,50.8759999999997,27.0666999999996,200
248,50.9999999999997,27.0749999999996,200
249,51.1239999999997,27.0832999999996,200
250,51.2479999999997,27.0915999999996,200
251,51.3719999999997,27.0998999999996,200
252,51.4959999999997,27.1081999999996,200
253,51.6199999999997,27.1164999999996,200
254,51.7439999999997,27.1247999999996,200
255,51.8679999999997,27.1330999999996,200
256,51.9919999999997,27.1413999999996,200
257,52.1159999999997,27.1496999999996,200
258,52.2399999999997,27.1579999999996,200
259,52.3639999999997,27.1662999999996,200
260,52.4879999999997,27.1745999999996,200
261,52.6119999999997,27.1828999999996,200
262,52.7359999999997,27.1911999999996,200
263,52.8599999999997,27.1994999999996,200
264,52.9839999999997,27.2077999999996,200
265,53.1079999999997,27.2160999999996,200
266,53.2319999999997,27.2243999999996,200
267,53.3559999999997,27.2326999999996,200
268,53.4799999999997,27.2409999999996,200
269,53.6039999999997,27.2492999999996,200
270,53.7279999999997,27.2575999999996,200
271,53.8519999999997,27.2658999999996,200
272,53.9759999999997,27.2741999999996,200
273,54.0999999999997,27.2824999999996,200
274,54.2239999999997,27.2907999999996,200
275,54.3479999999997,27.2990999999996,200
276,54.4719999999997,27.3073999999996,200
277,54.5959999999997,27.3156999999996,200
278,54.7199999999997,27.3239999999996,200
279,54.8439999999997,27.3322999999996,200
280,54.9679999999997,27.3405999999996,200
281,55.0919999999997,27.3488999999996,200
282,55.2159999999997,27.3571999999996,200
283,55.3399999999997,27.3654999999996,200
284,55.4639999999997,27.3737999999995,200
285,55.5879999999997,27.3820999999995,200
286,55.7119999999997,27.3903999999995,200
287,55.8359999999997,27.3986999999995,278.94
288,55.9599999999997,27.4069999999995,357.88
289,56.0839999999997,27.4152999999995,436.82
290,56.2079999999997,27.4235999999995,515.76
291,56.3319999999997,27.4318999999995,594.7
292,56.4559999999997,27.4401999999995,673.64
293,56.5799999999997,27.4484999999995,752.58
294,56.7039999999997,27.4567999999995,831.52
295,56.8279999999997,27.4650999999995,910.46
296,56.9519999999997,27.4733999999995,989.4
297,57.0759999999997,27.4816999999995,1068.34
298,57.1999999999997,27.4899999999995,1147.28
299,57.3239999999997,27.4982999999995,1226.22
300,57.4479999999997,27.5065999999995,1305.16
301,57.5719999999997,27.5148999999995,1384.1
302,57.6959999999997,27.5231999999995,1463.04
303,57.8199999999997,27.5314999999995,1541.98
304,57.9439999999997,27.5397999999995,1620.92
305,58.0679999999997,27.5480999999995,1699.86
306,58.1919999999997,27.5563999999995,1699.86
307,58.3159999999997,27.5646999999995,1699.86
308,58.4399999999997,27.5729999999995,1699.86
309,58.5639999999997,27.5812999999995,1699.86
310,58.6879999999997,27.5895999999995,1699.86
311,58.8119999999997,27.5978999999995,1699.86
312,58.9359999999997,27.6061999999995,1699.86
313,59.0599999999997,27.6144999999995,1699.86
314,59.1839999999997,27.6227999999995,1699.86
315,59.3079999999997,27.6310999999995,1699.86
316,59.4319999999997,27.6393999999995,1699.86
317,59.5559999999997,27.6476999999995,1699.86
318,59.6799999999997,27.6559999999995,1699.86
319,59.8039999999997,27.6642999999995,1699.86
320,59.9279999999997,27.6725999999995,1699.86
321,60.0519999999997,27.6808999999995,1699.86
322,60.1759999999997,27.6891999999995,1699.86
323,60.2999999999997,27.6974999999995,1699.86
324,60.4239999999997,27.7057999999995,1699.86
325,60.5479999999997,27.7140999999995,1699.86
326,60.6719999999997,27.7223999999995,1699.86
327,60.7959999999997,27.7306999999995,1699.86
328,60.9199999999997,27.7389999999995,1699.86
329,61.0439999999997,27.7472999999995,1699.86
330,61.1679999999997,27.7555999999995,1699.86
331,61.2919999999997,27.7638999999995,1699.86
332,61.4159999999997,27.7721999999995,1699.86
333,61.5399999999997,27.7804999999995,1699.86
334,61.6639999999997,27.7887999999995,1699.86
335,61.7879999999997,27.7970999999995,1699.86
336,61.9119999999997,27.8053999999995,1699.86
337,62.0359999999997,27.8136999999995,1699.86
338,62.1599999999997,27.8219999999995,1699.86
339,62.2839999999997,27.8302999999995,1699.86
340,62.4079999999997,27.8385999999995,1699.86
341,62.5319999999997,27.8468999999995,1699.86
342,62.6559999999997,27.8551999999995,1699.86
343,62.7799999999997,27.8634999999995,1699.86
344,62.9039999999997,27.8717999999995,1699.86
345,63.0279999999997,27.8800999999995,1699.86
346,63.1519999999997,27.8883999999995,1699.86
347,63.2759999999997,27.8966999999995,1512.5
348,63.3999999999997,27.9049999999994,1325
349,63.5239999999997,27.9132999999994,1137.5
350,63.6479999999997,27.9215999999994,950
351,63.7719999999997,27.9298999999994,762.5
352,63.8959999999997,27.9381999999994,575
353,64.0199999999997,27.9464999999994,387.5
354,64.1439999999997,27.9547999999994,200
355,64.2679999999997,27.9630999999994,200
356,64.3919999999997,27.9713999999994,200
357,64.5159999999997,27.9796999999994,200
358,64.6399999999997,27.9879999999994,200
359,64.7639999999997,27.9962999999994,200
360,64.8879999999997,28.0045999999994,200
361,65.0119999999997,28.0128999999994,200
362,65.1359999999997,28.0211999999994,200
363,65.2599999999997,28.0294999999994,200
364,65.3839999999997,28.0377999999994,200
365,65.5079999999997,28.0460999999994,200
366,65.6319999999997,28.0543999999994,200
367,65.7559999999997,28.0626999999994,200
368,65.8799999999997,28.0709999999994,200
369,66.0039999999997,28.0792999999994,200
370,66.1279999999997,28.0875999999994,200
371,66.2519999999997,28.0958999999994,200
372,66.3759999999997,28.1041999999994,200
373,66.4999999999997,28.1124999999994,200
374,66.6239999999997,28.1207999999994,200
375,66.7479999999997,28.1290999999994,200
376,66.8719999999997,28.1373999999994,200
377,66.9959999999997,28.1456999999994,200
378,67.1199999999997,28.1539999999994,200
379,67.2439999999997,28.1622999999994,200
380,67.3679999999997,28.1705999999994,200
381,67.4919999999997,28.1788999999994,200
382,67.6159999999997,28.1871999999994,200
383,67.7399999999997,28.1954999999994,200
384,67.8639999999997,28.2037999999994,200
385,67.9879999999997,28.2120999999994,200
386,68.1119999999997,28.2203999999994,200
387,68.2359999999997,28.2286999999994,200
388,68.3599999999997,28.2369999999994,200
389,68.4839999999997,28.2452999999994,200
390,68.6079999999997,28.2535999999994,200
391,68.7319999999997,28.2618999999994,200
392,68.8559999999997,28.2701999999994,200
393,68.9799999999997,28.2784999999994,200
394,69.1039999999997,28.2867999999994,200
395,69.2279999999997,28.2950999999994,200
396,69.3519999999997,28.3033999999994,278.94
397,69.4759999999997,28.3116999999994,357.88
398,69.5999999999997,28.3199999999994,436.82
399,69.7239999999997,28.3282999999994,515.76
400,69.8479999999997,28.3365999999994,594.7
401,69.9719999999997,28.3448999999994,673.64
402,70.0959999999997,28.3531999999994,752.58
403,70.2199999999997,28.3614999999994,831.52
404,70.3439999999997,28.3697999999994,910.46
405,70.4679999999997,28.3780999999994,989.4
406,70.5919999999997,28.3863999999994,1068.34
407,70.7159999999997,28.3946999999994,1147.28
408,70.8399999999997,28.4029999999994,1226.22
409,70.9639999999997,28.4112999999994,1305.16
410,71.0879999999997,28.4195999999994,1384.1
411,71.2119999999997,28.4278999999993,1463.04
412,71.3359999999997,28.4361999999993,1541.98
413,71.4599999999997,28.4444999999993,1620.92
414,71.5839999999997,28.4527999999993,1699.86
415,71.7079999999997,28.4610999999993,1699.86
416,71.8319999999997,28.4693999999993,1699.86
417,71.9559999999997,28.4776999999993,1699.86
418,72.0799999999997,28.4859999999993,1699.86
419,72.2039999999997,28.4942999999993,1699.86
420,72.3279999999997,28.5025999999993,1699.86
421,72.4519999999997,28.5108999999993,1699.86
422,72.5759999999997,28.5191999999993,1699.86
423,72.6999999999997,28.5274999999993,1699.86
424,72.8239999999997,28.5357999999993,1699.86
425,72.9479999999997,28.5440999999993,1699.86
426,73.0719999999997,28.5523999999993,1699.86
427,73.1959999999997,28.5606999999993,1699.86
428,73.3199999999997,28.5689999999993,1699.86
429,73.4439999999997,28.5772999999993,1699.86
430,73.5679999999997,28.5855999999993,1699.86
431,73.6919999999997,28.5938999999993,1699.86
432,73.8159999999997,28.6021999999993,1699.86
433,73.9399999999997,28.6104999999993,1699.86
434,74.0639999999997,28.6187999999993,1699.86
435,74.1879999999997,28.6270999999993,1699.86
436,74.3119999999997,28.6353999999993,1699.86
437,74.4359999999997,28.6436999999993,1699.86
438,74.5599999999997,28.6519999999993,1699.86
439,74.6839999999997,28.6602999999993,1699.86
440,74.8079999999997,28.6685999999993,1699.86
441,74.9319999999997,28.6768999999993,1699.86
442,75.0559999999997,28.6851999999993,1699.86
443,75.1799999999997,28.6934999999993,1699.86
444,75.3039999999997,28.7017999999993,1699.86
445,75.4279999999997,28.7100999999993,1699.86
446,75.5519999999997,28.7183999999993,1699.86
447,75.6759999999997,28.7266999999993,1699.86
448,75.7999999999997,28.7349999999993,1699.86
449,75.9239999999997,28.7432999999993,1699.86
450,76.0479999999997,28.7515999999993,1699.86
451,76.1719999999997,28.7598999999993,1699.86
452,76.2959999999997,28.7681999999993,1699.86
453,76.4199999999997,28.7764999999993,1699.86
454,76.5439999999997,28.7847999999993,1699.86
455,76.6679999999997,28.7930999999993,1699.86
456,76.7919999999997,28.8013999999993,1512.5
457,76.9159999999997,28.8096999999993,1325
458,77.0399999999997,28.8179999999993,1137.5
459,77.1639999999997,28.8262999999993,950
460,77.2879999999997,28.8345999999993,762.5
461,77.4119999999997,28.8428999999993,575
462,77.5359999999997,28.8511999999993,387.5
463,77.6599999999997,28.8594999999993,200
464,77.7839999999997,28.8677999999993,200
465,77.9079999999997,28.8760999999993,200
466,78.0319999999997,28.8843999999993,200
467,78.1559999999997,28.8926999999993,200
468,78.2799999999997,28.9009999999993,200
469,78.4039999999997,28.9092999999993,200
470,78.5279999999997,28.9175999999993,200
471,78.6519999999997,28.9258999999993,200
472,78.7759999999997,28.9341999999993,200
473,78.8999999999997,28.9424999999993,200
474,79.0239999999997,28.9507999999992,200
475,79.1479999999997,28.9590999999992,200
476,79.2719999999997,28.9673999999992,200
477,79.3959999999997,28.9756999999992,200
478,79.5199999999997,28.9839999999992,200
479,79.6439999999997,28.9922999999992,200
480,79.7679999999997,29.0005999999992,200
481,79.8919999999997,29.0088999999992,200
482,80.0159999999997,29.0171999999992,200
483,80.1399999999997,29.0254999999992,200
484,80.2639999999997,29.0337999999992,200
485,80.3879999999997,29.0420999999992,200
486,80.5119999999997,29.0503999999992,200
487,80.6359999999997,29.0586999999992,200
488,80.7599999999997,29.0669999999992,200
489,80.8839999999997,29.0752999999992,200
490,81.0079999999997,29.0835999999992,200
491,81.1319999999997,29.0918999999992,200
492,81.2559999999997,29.1001999999992,200
493,81.3799999999997,29.1084999999992,200
494,81.5039999999997,29.1167999999992,200
495,81.6279999999997,29.1250999999992,200
496,81.7519999999997,29.1333999999992,200
497,81.8759999999997,29.1416999999992,200
498,81.9999999999997,29.1499999999992,200
499,82.1239999999997,29.1582999999992,200
500,82.2479999999997,29.1665999999992,200
501,82.3719999999997,29.1748999999992,200
502,82.4959999999997,29.1831999999992,200
503,82.6199999999997,29.1914999999992,200
504,82.7439999999997,29.1997999999992,200
505,82.8679999999997,29.2080999999992,278.94
506,82.9919999999997,29.2163999999992,357.88
507,83.1159999999997,29.2246999999992,436.82
508,83.2399999999997,29.2329999999992,515.76
509,83.3639999999997,29.2412999999992,594.7
510,83.4879999999997,29.2495999999992,673.64
511,83.6119999999997,29.2578999999992,752.58
512,83.7359999999997,29.2661999999992,831.52
513,83.8599999999997,29.2744999999992,910.46
514,83.9839999999997,29.2827999999992,989.4
515,84.1079999999997,29.2910999999992,1068.34
516,84.2319999999997,29.2993999999992,1147.28
517,84.3559999999997,29.3076999999992,1226.22
518,84.4799999999997,29.3159999999992,1305.16
519,84.6039999999997,29.3242999999992,1384.1
520,84.7279999999997,29.3325999999992,1463.04
521,84.8519999999997,29.3408999999992,1541.98
522,84.9759999999997,29.3491999999992,1620.92
523,85.0999999999997,29.3574999999992,1699.86
524,85.2239999999997,29.3657999999992,1699.86
525,85.3479999999997,29.3740999999992,1699.86
526,85.4719999999997,29.3823999999992,1699.86
527,85.5959999999997,29.3906999999992,1699.86
528,85.7199999999997,29.3989999999992,1699.86
529,85.8439999999997,29.4072999999992,1699.86
530,85.9679999999997,29.4155999999992,1699.86
531,86.0919999999997,29.4238999999992,1699.86
532,86.2159999999997,29.4321999999992,1699.86
533,86.3399999999997,29.4404999999992,1699.86
534,86.4639999999997,29.4487999999992,1699.86
535,86.5879999999997,29.4570999999992,1699.86
536,86.7119999999997,29.4653999999992,1699.86
537,86.8359999999997,29.4736999999992,1699.86
538,86.9599999999997,29.4819999999991,1699.86
539,87.0839999999997,29.4902999999991,1699.86
540,87.2079999999997,29.4985999999991,1699.86
541,87.3319999999997,29.5068999999991,1699.86
542,87.4559999999997,29.5151999999991,1699.86
543,87.5799999999997,29.5234999999991,1699.86
544,87.7039999999997,29.5317999999991,1699.86
545,87.8279999999997,29.5400999999991,1699.86
546,87.9519999999997,29.5483999999991,1699.86
547,88.0759999999997,29.5566999999991,1699.86
548,88.1999999999997,29.5649999999991,1699.86
549,88.3239999999997,29.5732999999991,1699.86
550,88.4479999999997,29.5815999999991,1699.86
551,88.5719999999997,29.5898999999991,1699.86
552,88.6959999999997,29.5981999999991,1699.86
553,88.8199999999997,29.6064999999991,1699.86
554,88.9439999999997,29.6147999999991,1699.86
555,89.0679999999997,29.6230999999991,1699.86
556,89.1919999999997,29.6313999999991,1699.86
557,89.3159999999997,29.6396999999991,1699.86
558,89.4399999999997,29.6479999999991,1699.86
559,89.5639999999997,29.6562999999991,1699.86
560,89.6879999999997,29.6645999999991,1699.86
561,89.8119999999997,29.6728999999991,1699.86
562,89.9359999999997,29.6811999999991,1699.86
563,90.0599999999997,29.6894999999991,1699.86
564,90.1839999999997,29.6977999999991,1699.86
565,90.3079999999997,29.7060999999991,1512.5
566,90.4319999999997,29.7143999999991,1325
567,90.5559999999997,29.7226999999991,1137.5
568,90.6799999999997,29.7309999999991,950
569,90.8039999999997,29.7392999999991,762.5
570,90.9279999999997,29.7475999999991,575
571,91.0519999999997,29.7558999999991,387.5
572,91.1759999999997,29.7641999999991,200
573,91.2999999999997,29.7724999999991,200
574,91.4239999999997,29.7807999999991,200
575,91.5479999999997,29.7890999999991,200
576,91.6719999999997,29.7973999999991,200
577,91.7959999999997,29.8056999999991,200
578,91.9199999999997,29.8139999999991,200
579,92.0439999999997,29.8222999999991,200
580,92.1679999999997,29.8305999999991,200
581,92.2919999999997,29.8388999999991,200
582,92.4159999999997,29.8471999999991,200
583,92.5399999999997,29.8554999999991,200
584,92.6639999999997,29.8637999999991,200
585,92.7879999999997,29.8720999999991,200
586,92.9119999999997,29.8803999999991,200
587,93.0359999999997,29.8886999999991,200
588,93.1599999999997,29.8969999999991,200
589,93.2839999999997,29.9052999999991,200
590,93.4079999999997,29.9135999999991,200
591,93.5319999999997,29.9218999999991,200
592,93.6559999999997,29.9301999999991,200
593,93.7799999999997,29.9384999999991,200
594,93.9039999999997,29.9467999999991,200
595,94.0279999999997,29.9550999999991,200
596,94.1519999999997,29.9633999999991,200
597,94.2759999999997,29.9716999999991,200
598,94.3999999999997,29.9799999999991,200
599,94.5239999999997,29.9882999999991,200
600,94.6479999999997,29.9965999999991,200
601,94.7719999999997,30.004899999999,200
602,94.8959999999997,30.013199999999,200
